gene	head	arms	legs	pelvis	fn	ls	frak	oto	heel	height	prop	fn2stu	ls2stu	fa2stu	thalamus	caudate	putamen	pallidum	hippocampus	amygdala	accumbens	chr	gene_start	gene_end
SLC2A7	0.34803	-1.35	-0.95589	-0.12222	0.97691	0.30129	-0.38478	0.65621	2.6935	1.275	0.90776	-0.95696	-2.2273	-1.0838	-0.83311	-0.50922	-0.033829	0.44618	0.82315	-0.8663	-0.90955	1	9063359	9086404
SLC2A5	0.55457	-1.2472	-0.74736	-0.2229	1.3995	0.63607	0.21116	0.58133	1.4497	1.7073	0.64142	-0.19047	-1.3933	-0.86216	-1.2071	0.40443	0.46855	-1.0964	-0.73629	-0.41467	-0.52384	1	9097005	9131763
GPR157	0.10991	-0.41622	-1.3275	-0.62299	0.84189	0.59899	-0.47652	1.1821	1.3216	3.4923	0.096732	-0.75202	-0.82329	-0.63457	-0.57724	0.21981	-0.40977	-0.82198	-0.85616	-0.27764	-1.2196	1	9163472	9189229
H6PD	0.9702	-0.8492	-0.041085	-0.65005	1.8207	-0.45549	1.8902	0.24656	4.231	7.8819	2.6207	-1.4126	-1.0755	-1.0592	0.48806	1.1941	0.49569	-0.32622	-0.074433	0.25312	1.1919	1	9294822	9331396
SPSB1	1.4052	-1.3797	-1.4635	-2.0326	0.25064	-0.99255	1.1979	0.94419	6.0994	7.2864	5.6631	0.45674	1.4502	0.50333	0.23108	1.9088	1.6701	-1.2348	0.53944	-0.37984	-0.057386	1	9335202	9429591
SLC25A33	1.2088	0.5465	0.89206	-0.44538	0.72856	-0.58321	0.39706	0.62156	1.7071	4.9132	1.3999	1.6887	0.47476	-0.60285	-1.027	-0.78248	1.4221	1.8036	-1.476	-0.28587	0.39171	1	9599528	9642831
TMEM201	1.2062	-0.19477	-0.46749	-0.21054	0.99971	-0.15871	0.99126	0.50242	1.5049	3.7275	2.196	1.2657	1.3364	0.28123	-1.6171	-0.61233	1.6958	2.3479	-2.56	-0.72883	1.3066	1	9648932	9674935
PIK3CD	0.30838	0.42319	1.7828	-1.1129	1.5476	-0.45046	-0.24796	-1.3872	0.24793	6.4062	-0.58321	0.72407	1.0333	0.70495	1.1939	1.5585	2.922	1.3938	1.2213	-0.57326	0.024737	1	9711789	9789172
CLSTN1	1.409	0.75329	1.4237	-0.392	1.444	0.485	-0.55588	-0.89737	0.18059	2.1459	-0.57958	0.0081408	1.7367	0.80628	1.8763	0.25043	-0.035975	0.41051	2.3124	-0.69821	-1.0641	1	9789079	9884550
CTNNBIP1	1.3339	0.60415	-0.34861	0.03588	1.3231	1.3641	0.25234	0.54005	1.7012	4.8568	-0.62315	-0.26663	0.5654	0.14857	1.1045	-0.30422	0.96128	0.21965	0.61267	-2.3041	-0.8006	1	9908334	9970316
NMNAT1	-0.047476	1.3733	0.50875	0.78645	1.9915	1.1662	-0.039999	0.95784	1.8259	5.4433	-0.62377	0.43306	1.133	0.12139	0.11169	-0.11362	2.2398	-0.36986	0.71135	-2.015	-0.54585	1	10003486	10045556
LZIC	0.0077731	1.3032	0.087541	0.7384	2.0841	1.2419	-0.066537	1.0014	1.6741	5.5877	-0.76858	0.49298	1.1101	0.0073225	0.22209	-0.23572	2.138	-0.15556	0.73515	-2.0523	-0.26782	1	9982168	10003460
RBP7	-0.95988	1.0258	1.0542	0.63699	1.2242	0.30173	0.14142	0.035237	1.3279	4.0495	0.252	1.0003	1.4196	0.3999	-0.35447	0.39193	1.8921	-1.3926	0.44761	-1.7332	0.11411	1	10057255	10076078
UBE4B	0.10192	0.718	1.0372	0.55073	1.2453	-0.10608	0.05892	-0.37259	2.1725	6.1094	1.1181	1.0143	0.53054	-0.39794	0.25004	0.134	1.0218	-1.7981	0.59097	-1.8402	-0.13267	1	10093041	10241297
KIF1B	1.9897	2.0056	2.6289	0.48292	1.2974	-0.099034	0.27836	1.0913	5.4312	7.4658	2.2686	2.1337	1.2508	-0.99423	1.2769	-1.0799	-0.44829	0.18667	-0.14519	-1.2195	0.64842	1	10270606	10441664
PGD	2.391	2.3834	2.9898	0.40462	1.1919	0.33105	-0.50744	1.5037	5.1037	7.8862	2.7665	2.1017	1.3777	-0.13423	1.0954	-0.29338	-0.32487	0.45904	-0.093567	-0.76989	1.2681	1	10458884	10480565
APITD1	1.3788	2.2663	2.6837	0.21421	0.37656	-0.20228	-0.32387	1.026	3.2959	7.9699	2.1002	0.99368	0.49132	0.23089	0.39002	0.72318	-0.032546	-0.067878	-0.74048	-1.4139	0.91458	1	10489944	10510239
APITD1-CORT	1.168	2.2768	2.6815	0.18876	0.20846	-0.40964	-0.36103	0.97897	3.4683	7.9699	1.894	0.81918	0.35414	0.20812	0.33288	0.74403	-0.049367	-0.039636	-0.70508	-1.4558	0.79128	1	10490159	10512060
CORT	-0.13823	1.8302	1.9736	0.26639	-0.2638	-0.44131	0.066779	0.48186	1.257	6.9347	1.3485	-0.015514	-0.22545	0.39519	-0.25954	1.1709	0.41202	-0.16886	-1.0384	-1.5599	0.64299	1	10509776	10512060
PEX14	0.41165	2.138	2.1745	0.59791	0.71099	0.83714	0.35784	-0.93562	6.7152	6.1094	4.1772	1.6097	0.68711	-0.59056	-0.1834	0.73459	-0.02606	0.63966	-0.60016	-1.1154	0.38976	1	10535003	10690815
DFFA	0.68515	3.1121	3.2195	0.98944	1.046	0.83178	-0.42268	0.13693	4.6454	5.8577	3.1152	1.8439	0.0044314	-0.077986	-0.038453	1.1539	-0.43593	-0.055369	-0.30342	-0.65887	0.14266	1	10520588	10532613
CASZ1	-0.49403	-0.97753	-0.56476	0.43619	0.93139	-0.80374	-2.3597	-0.017544	1.1468	3.6122	2.3967	1.7639	2.374	-0.69642	0.12694	1.1939	0.70009	-0.058302	-0.48781	-0.25393	-0.37594	1	10696661	10856733
C1orf127	0.23841	-0.43058	0.15781	0.72733	-0.44993	0.90215	1.1697	-1.1798	3.3688	7.9366	0.3441	0.48508	-0.25754	1.381	2.1887	-0.59475	0.3488	0.30403	-0.87897	0.79815	1.2343	1	11006530	11042094
TARDBP	1.4886	1.1546	1.8042	2.1242	0.7822	1.9914	1.7433	0.11665	6.1094	7.8438	0.1675	1.8641	0.55877	0.91201	-0.5515	0.56533	-0.51336	0.53875	-1.335	0.95964	-0.44146	1	11072462	11085549
MASP2	1.5655	1.0458	2.1341	2.3651	1.1569	1.8997	1.8125	0.57024	7.2129	6.1094	0.33783	2.3689	1.4199	-0.021792	-1.5158	1.054	-0.89942	0.84664	-0.62099	-1.7473	-0.77037	1	11086580	11107296
SRM	1.4794	0.32062	2.1971	2.1639	1.5074	1.0186	1.8669	0.508	5.8555	6.2041	0.68747	2.1404	1.4752	0.23715	-1.1337	1.0672	-1.0713	1.1235	-0.51951	-0.96475	-0.54165	1	11114649	11120091
EXOSC10	1.2046	1.2863	2.4993	2.4973	2.2258	1.3149	2.0707	0.45005	4.8334	6.1094	0.4414	1.864	1.2473	0.41448	-1.0667	1.3965	-0.99289	1.256	-1.0936	-0.56982	-0.5035	1	11126675	11159961
MTOR	0.74628	1.7291	2.8332	3.0547	2.7825	1.9307	2.3662	0.61602	6.5296	6.1094	-0.86355	1.8885	1.3131	0.20055	-1.2466	1.344	-0.45922	1.844	-1.0378	-0.51621	-0.35893	1	11166588	11322614
ANGPTL7	0.88299	1.7421	2.8722	3.3752	2.9453	2.2393	2.0504	0.42996	4.3275	7.85	-0.96862	1.5196	1.0312	0.48846	-1.711	1.4684	0.045109	1.5855	-0.08372	-0.56714	0.19112	1	11249346	11256038
UBIAD1	-0.47777	1.167	2.1345	1.408	1.5346	0.7411	2.0254	0.89033	7.0768	7.1597	-0.76026	2.0079	1.4713	-0.2767	-0.93239	0.97417	-0.64837	1.8348	-1.216	-0.41928	-0.10036	1	11333255	11348491
PTCHD2	0.76761	-0.90043	-0.58164	-1.9529	-1.572	-1.1889	-1.4063	0.77696	1.6818	1.8574	-0.64927	2.7587	2.9703	0.41995	-1.9238	1.5153	0.26503	-1.3561	0.77555	0.64327	-0.96321	1	11539295	11597640
FBXO44	0.73181	0.39248	2.1002	-0.43983	0.2438	-1.2318	-1.6625	1.877	2.704	3.2367	2.2176	0.011075	-0.5218	0.73261	0.39387	0.54755	0.64146	1.186	-1.9037	0.96263	-1.9416	1	11714432	11723384
FBXO6	0.95818	0.85921	2.1242	-0.46101	0.45112	-1.5568	-1.3883	2.043	3.1402	2.7631	2.1941	-0.54156	-0.60885	1.6032	0.96067	0.86812	1.6046	1.1971	-1.4275	1.1593	-1.2795	1	11724150	11734411
FBXO2	0.86548	0.97679	1.8953	-0.63259	0.50194	-1.5278	-1.0322	1.984	3.0759	2.143	2.029	-1.0003	-0.96394	1.7908	1.3479	0.97836	1.9093	1.1634	-1.2572	1.4287	-0.97586	1	11707924	11714888
DRAXIN	0.27285	1.2981	0.50827	-1.3993	0.080662	0.32883	-1.0576	2.7044	2.3868	0.72816	1.0513	-0.60774	-0.90743	2.3401	2.276	1.4919	3.1785	0.53206	-1.5018	1.5953	1.9983	1	11751781	11780336
MAD2L2	0.20372	1.3549	0.50124	-1.239	-0.19493	0.48472	-0.84305	2.7104	2.237	0.39542	1.182	-0.64795	-0.90123	2.4656	2.2785	1.6227	3.2431	0.34878	-1.3643	1.5819	1.9736	1	11734537	11751678
AGTRAP	-1.1055	0.77932	-1.749	-1.6916	-0.15362	0.81189	-0.61631	2.7005	-0.77317	0.72719	0.89674	1.1364	0.26434	2.3003	2.3537	1.8188	2.4951	-0.38265	-1.0473	1.1993	2.4733	1	11796142	11810828
C1orf167	1.7032	0.43143	1.2268	0.3086	-0.41122	-0.53138	-0.6109	1.452	-0.096003	2.438	1.4502	2.0744	-0.30487	0.4713	1.2183	1.2658	0.99742	0.062402	-0.97114	-0.19338	1.0554	1	11823827	11849642
CLCN6	1.1909	0.099789	1.2646	-0.11649	-0.79819	-0.26085	1.0131	0.58884	1.3125	2.1567	2.723	1.216	-0.96778	-1.5151	0.68037	1.3589	1.5173	1.1038	-0.65812	-2.2201	0.84496	1	11866153	11903201
MTHFR	1.1087	0.11812	1.1986	-0.18774	-0.71019	-0.21575	1.0542	0.58975	1.3753	2.1279	2.3535	1.1834	-0.94284	-1.352	0.62119	1.001	1.2021	1.1108	-0.64182	-2.0844	0.81998	1	11845787	11866160
NPPA	0.2371	-0.16458	0.43178	-1.4945	-1.7192	-1.1763	0.22225	0.79425	0.37865	1.8869	3.3061	0.039523	-0.5634	-1.4598	0.54166	1.7213	2.2839	1.1602	-0.26168	-1.2259	0.67393	1	11905766	11907840
NPPB	0.058981	-0.13834	-0.36143	-1.5679	-1.9705	-0.53658	-0.39627	-0.070278	-0.031609	1.5218	1.7828	-0.54116	0.056236	-1.0334	-0.26224	1.1694	2.3972	0.98666	-0.4494	-0.49094	0.52191	1	11917521	11918992
PLOD1	0.26826	1.0696	0.033837	-1.1664	-1.346	-1.0581	-0.47061	-0.98437	0.98025	-0.22735	1.7029	0.033883	1.6119	-1.3042	-1.1396	0.26505	0.78456	-0.82762	0.2434	-0.77377	2.5232	1	11994724	12035599
KIAA2013	0.41807	1.2789	0.051567	-0.98908	-1.3261	-0.93197	-1.2124	-1.0588	1.1076	-0.48148	1.5726	0.30879	1.1863	-0.8648	-1.2518	0.58759	0.73897	-1.289	0.42578	-0.24894	2.3774	1	11979645	11986485
MFN2	-0.81337	1.3286	0.33015	-1.1978	-1.5707	-1.9674	1.0144	-1.0896	0.4993	0.8647	0.57521	0.20155	2.7807	-1.3497	-0.46594	-0.62951	0.15344	-0.5193	-0.29383	-0.50071	2.5617	1	12040238	12073572
MIIP	-1.0825	0.74228	-0.13881	-1.3448	-1.8936	-0.97803	1.6076	-0.20882	0.43014	1.3206	1.696	-0.51437	2.6039	-1.1243	-0.46891	0.075051	0.47225	-0.43295	-1.4316	1.0807	1.7016	1	12079299	12092106
TNFRSF8	-0.39794	0.09971	-0.33075	0.19298	-0.08053	-0.3933	1.501	0.56643	0.9296	0.72375	2.0159	-1.1604	1.4006	0.30659	0.50321	0.32693	1.3687	-0.79931	-0.39747	1.4706	0.51274	1	12123434	12204264
TNFRSF1B	1.9085	1.2088	0.53274	2.4498	0.81371	1.195	0.13724	-0.014066	-1.132	1.636	0.070193	-0.69225	0.48938	1.7763	-0.44504	-0.64879	-0.79553	0.040321	-1.0718	0.45702	0.59812	1	12227044	12269279
VPS13D	-0.56848	0.59459	1.3912	0.21599	-0.022515	1.0844	-0.73497	1.6451	1.4161	1.8968	1.9646	-0.48831	-0.10294	-1.1576	-0.39619	-0.22196	-0.087632	-1.2496	-1.4603	-0.93734	0.22356	1	12290101	12572099
DHRS3	-0.96104	-0.98851	-0.68439	-1.0997	-0.47807	-1.3409	-1.5629	1.124	-0.33441	2.4013	1.612	-0.20016	0.32322	0.046937	0.38429	-0.073554	0.89845	0.26045	-0.33491	-0.31839	1.9035	1	12627939	12677820
AADACL4	-0.52722	-0.67655	-0.40988	0.15829	-0.039693	0.2493	-0.67427	0.54443	0.49752	2.1745	1.0278	0.26411	0.52365	0.60901	1.1831	-0.58541	0.84175	0.13446	-0.028763	-0.62404	1.0667	1	12704566	12727097
AADACL3	-0.97563	0.07548	-1.1304	-0.49665	-0.50841	0.57857	-0.39405	-0.40517	0.78596	0.16565	0.097351	0.46215	-2.6341	0.56786	0.47704	0.91284	0.32213	1.2813	0.16103	-0.92725	2.0613	1	12776118	12788726
C1orf158	-0.63814	-0.16382	-2.0696	-0.35197	-0.55822	-0.48872	-0.53822	-0.49865	1.2697	1.2992	0.013287	0.59961	-1.3898	0.60872	-0.68279	0.59204	0.71712	0.9372	0.83627	0.14888	2.3222	1	12806163	12821102
PRAMEF12	-0.71615	-0.10183	-1.0011	-0.58582	-0.36222	-0.85456	-0.59939	-0.17021	1.3259	1.7069	-0.03541	0.49832	-0.72593	0.58051	-1.6728	-0.67812	0.21452	0.12355	0.43831	0.45908	2.2017	1	12834984	12838049
PRAMEF1	-0.63236	0.50182	0.75869	-0.63957	0.65832	-1.3534	-1.75	0.15034	0.96342	0.77421	-1.4088	0.68777	-0.46086	0.86369	-3.0456	-1.2275	0.25236	0.1652	-1.0933	-0.21987	2.7328	1	12851546	12856777
PRAMEF11	1.1867	0.22088	0.21109	-0.38697	-0.52401	0.036276	0.94516	-0.82873	0.21463	-1.7472	0.21735	-0.33804	0.4472	0.12886	0.45702	1.1014	1.5123	-0.36585	0.88312	-1.1724	1.9971	1	12884468	12891264
PRAMEF2	1.1921	0.14814	0.18863	-0.44046	-0.60685	0.021577	1.1174	-0.92166	0.24739	-1.1199	0.070024	-0.25017	0.51755	0.21966	0.26432	1.0101	1.2928	-0.24174	1.0398	-1.0799	2.1297	1	12916941	12921764
HNRNPCL1	1.184	0.15417	0.14052	-0.50693	-0.71257	-0.0282	1.2056	-0.82352	0.021351	-1.1199	-0.5032	-0.29008	0.5609	0.28262	-0.59529	0.52855	0.72555	-0.34214	0.82355	-0.11732	2.1515	1	12907261	12908578
PRAMEF4	-0.10094	-0.055174	-0.99775	-0.1143	-0.099426	-0.96369	0.20966	-0.25532	-0.31618		-1.3056	0.072801	0.24287	-0.39658	-0.86301	-0.032627	-0.97509	0.41773	-1.1082	0.53988	1.457	1	12939033	12946025
PRAMEF7	-0.10094	-0.055174	-0.99775	-0.1143	-0.099426	-0.96369	0.57505	-2.1196	-0.57868		-0.29493	0.20224	0.52446	-0.20216	-0.27653	-0.70681	-1.2935	0.15591	-1.2847	0.062122	1.4124	1	12976467	12980300
PRAMEF25	1.3957	0.63233	2.1247	1.3491	2.3581	1.1835	-0.040418		0.49175		-0.99327	1.0435	0.2412	-0.098588	0.044681	-1.2158	0.36221	-0.16039	0.90823	1.1994	1.434	1	13140447	13145000
HNRNPCL2	-0.109	0.88295	0.96752	-0.0038467	-0.19145	-1.6387	0.41605	-0.41737	-0.19337		-0.44076	-1.0088	-0.18803	0.48935	-1.6241	-0.3767	1.0298	-0.93142	0.35127	0.52445	1.8455	1	13182960	13184326
PRAMEF5	-0.13906	1.0455	0.73589	1.4223	2.0456	0.84126	1.0047		-0.71201		-0.86012	-0.44138	-1.5874	0.85112	-0.83708	-0.65764	-0.53179	-1.2254	1.2969	0.30138	1.42	1	13359819	13369057
PRAMEF16	-0.4111	-2.1015	-0.54697	-0.74744	0.095145	-0.33636	0.75266		1.151		-1.4248	0.37035	-0.28196	1.3205	-2.5658	0.49916	-0.18116	-0.077547	1.7249	0.18908	0.28975	1	13495254	13498260
LOC391003	-0.4111	-2.1015	-0.54697	-0.74744	0.095145	-0.33636	0.75266		1.151		-1.4263	0.37035	-0.28196	1.3205	-2.6064	0.52264	-0.19725	-0.056548	1.7343	0.15821	0.26239	1	13474053	13477569
LRRC38	0.18095	1.049	1.359	2.9574	1.1628	0.90868	-1.2136	0.77549	0.73528	7.5122	6.3758	0.82922	0.32533	0.64293	0.39362	-1.9961	0.17947	-1.7124	-0.25758	0.71164	-0.38037	1	13801445	13840242
PDPN	-1.2643	-0.68301	0.49201	-0.71869	-0.25809	-1.2577	-1.1178	1.5713	1.0717	7.3651	4.5224	-0.31103	-0.34657	0.97783	0.51165	-1.7152	0.029709	0.74855	0.87566	0.49592	-0.11725	1	13910252	13944452
PRDM2	0.48621	1.8006	1.4496	1.5685	1.7891	1.779	1.5401	-0.23521	1.1515	5.9684	1.8964	-0.38151	1.3478	-0.99868	0.4194	0.51108	1.88	1.4509	-1.2982	0.094469	0.14066	1	14026714	14151574
KAZN	0.063559	0.16398	1.2992	0.39796	1.6173	-0.27142	-0.44502	-0.87475	3.017	4.4619	0.65057	0.72353	-0.48978	-0.82644	1.6108	0.91331	0.31561	0.91764	2.5948	0.81692	1.0406	1	14219646	15444544
TMEM51	0.49596	0.25776	-0.089154	-1.3218	-0.24387	0.061806	-0.17835	1.5505	1.4542	3.0312	-0.76818	1.0986	0.079832	0.13471	2.3068	-0.66032	-0.56794	-1.375	-0.78934	-0.20313	1.0764	1	15479028	15546974
C1orf195	1.2729	0.63324	0.03132	-0.85342	0.17108	0.28691	0.22879	1.2241	1.5998	2.096	-0.4339	0.54509	-0.69456	0.23329	2.8325	-0.61163	-0.28012	-0.78855	-0.72017	0.35772	0.45585	1	15490692	15498120
FHAD1	-0.43593	0.75296	0.72661	1.5517	-0.23783	-0.6921	-0.56554	1.6548	1.9928	3.7217	1.6558	0.1834	0.29194	-0.057581	0.1913	-0.63186	-0.32735	1.1341	-0.1042	0.1774	0.39683	1	15573730	15724767
EFHD2	-0.052425	-0.70801	-0.72069	0.18347	0.50702	-0.29352	-1.1083	0.020646	1.6704	2.448	1.3256	-0.6909	-1.7545	1.0281	-1.864	-0.6588	-0.82391	-1.3548	-1.1207	-1.6508	-0.22387	1	15736391	15756839
CTRC	-0.1745	-1.3491	-1.2994	-0.37574	-0.22889	-0.66182	-1.2886	-0.24961	2.6697	2.4155	1.0528	-0.082245	-0.82279	1.8923	-0.5053	0.24164	-0.99529	-2.1542	-0.34838	-0.5103	0.092104	1	15764938	15773153
CELA2A	0.41374	-2.2385	-0.33256	-0.27604	-1.4754	-0.86135	-1.5075	-0.26237	4.0914	2.1495	1.9271	-0.22092	-1.1104	1.3918	-0.052664	1.4039	-0.1155	-1.8503	0.44823	-0.28721	0.26904	1	15783223	15798586
CELA2B	-0.0039686	-2.8793	0.39911	0.007147	-0.64959	-0.44661	-0.77064	-0.14986	5.2365	3.2979	3.5402	-0.96854	-1.5705	0.52359	-0.47577	1.2776	-0.49297	-1.4947	0.061325	-0.7505	0.45291	1	15802596	15817895
CASP9	-0.47455	-1.2047	0.47415	0.46239	0.1908	0.41927	0.6082	-0.38534	5.6396	2.819	4.626	-1.745	-0.62444	-0.36992	-0.7485	1.0393	-1.7894	-0.56049	-0.84164	-0.99034	0.33372	1	15817896	15851407
DNAJC16	-0.62642	-1.3203	0.42283	0.43211	0.14979	0.45888	0.61475	-0.50944	5.5427	2.6206	4.3137	-1.9503	-0.48246	-0.20865	-0.63018	1.0117	-1.8811	-0.90543	-1.0014	-0.937	0.3722	1	15853343	15898228
AGMAT	-1.4302	-1.6172	1.7044	1.3496	1.4381	1.0314	0.63185	-0.67358	4.9835	2.0478	3.2505	-1.6511	-0.66978	0.62074	-0.01011	1.1567	-2.2454	-0.64628	0.1309	0.052122	0.030057	1	15898194	15911605
DDI2	-1.1584	-1.0444	1.7764	1.4466	1.5017	1.0251	0.46484	-0.33615	3.6192	0.97302	2.4796	-1.2596	-0.82075	0.94433	0.23168	0.90683	-2.4039	-0.32609	0.49824	0.23386	-0.23715	1	15943953	15995539
RSC1A1	-1.2226	-0.83021	1.8041	1.5146	1.4918	1.0774	0.25637	-0.25339	3.2142	0.084017	1.2102	-0.9175	-0.69526	1.0205	0.50603	0.62412	-1.8367	-0.0068824	0.57978	0.32735	-0.19214	1	15986364	15988217
PLEKHM2	-0.62167	-1.4856	1.8056	1.3353	1.5938	0.27914	0.015879	-0.34517	3.9831	1.6355	1.7477	-0.55719	-0.67278	1.3651	-0.46557	0.92985	-2.2959	-0.6226	-0.23081	-0.84448	-0.25886	1	16010632	16061264
SLC25A34	-0.70124	-1.2558	1.899	1.1937	1.7882	-0.023838	0.65663	-1.0683	3.9918	2.0173	1.8134	0.015757	-0.81236	1.7804	-0.54827	1.0327	-2.2552	-1.0668	-0.73108	-1.7222	-0.35134	1	16062721	16067884
TMEM82	-0.80554	-1.393	1.7908	0.70275	1.4319	-0.39509	1.1196	-0.99369	4.2884	2.3454	1.6722	0.12738	-0.82404	1.9699	-0.55393	0.89904	-2.5956	-0.59665	-0.84933	-1.254	-0.43485	1	16068987	16074292
FBLIM1	-1.3323	0.10427	1.2281	0.60298	0.98669	-0.17457	1.2898	-1.6068	8.0823	5.556	3.5012	-0.067257	0.30674	2.3856	0.42169	1.6643	-1.5082	1.0368	-0.83742	-0.17393	-0.18716	1	16083107	16113089
UQCRHL	2.0258	1.313	1.932	1.6229	1.5805	1.5445	0.74338	0.32792	4.1796	3.3549	4.2224	0.080435	1.5721	1.4851	0.21239	1.7905	-1.5805	-0.35264	0.83553	-1.6395	-0.98648	1	16133657	16134194
SPEN	2.3917	0.29131	1.2864	1.7685	2.2472	2.3741	2.1222	0.48431	8.1989	3.6633	5.3361	0.56929	1.3589	1.7307	1.1466	2.4667	-0.88845	-0.98353	0.78921	-0.66527	-1.0334	1	16174359	16266951
ZBTB17	1.9885	-0.23653	1.0736	2.0207	2.3731	2.4833	1.8416	-0.25759	8.1607	4.3332	5.1846	1.1857	0.67898	1.1926	0.98837	2.7273	0.56376	-0.30357	1.0834	-0.37842	-1.0617	1	16268364	16302627
TBC1D3P6	2.0345	-0.39719	0.96714	2.0127	2.3902	2.5015	1.6845	-0.27867	6.733	4.4505	4.4467	1.22	0.55442	1.0026	1.0869	2.4855	0.67424	-0.26776	1.1532	-0.34776	-0.88594	1	16302626	16323701
C1orf64	1.6758	-0.49315	0.84549	1.9147	2.1986	2.3265	1.6116	-0.35479	8.5519	5.9618	4.8886	1.0146	0.4722	1.0298	0.93308	2.57	0.84225	0.043253	1.1265	-0.74275	-0.69518	1	16330731	16333184
CLCNKA	1.0885	-0.55916	0.8037	1.7278	1.8241	1.9596	1.7326	-0.50792	6.8524	5.8649	5.1725	0.99913	0.46285	1.4218	0.032406	3.0835	0.69547	0.55239	0.84812	-1.2836	-1.7936	1	16348486	16360548
HSPB7	0.39846	-0.86845	0.73465	1.2421	1.1799	1.262	1.5189	-0.46423	6.1104	5.6023	5.5182	0.5216	0.67191	1.56	-1.1783	3.0461	0.60153	1.4908	1.0087	-0.60372	-0.89568	1	16340523	16346084
CLCNKB	1.0995	-0.97493	0.43059	0.89942	0.88874	1.1189	1.4472	-0.41511	5.8319	5.5372	5.9006	0.25565	1.016	1.637	-0.87536	3.0986	1.2229	1.2982	0.65221	-0.32154	-0.58728	1	16370231	16383821
FAM131C	1.7433	-2.1213	-0.76991	-0.134	-0.43791	0.92206	0.97904	-0.28126	1.2524	2.9745	3.9061	-0.40962	0.9169	0.68093	-0.19305	0.90525	1.6293	1.0937	0.81365	0.41657	-0.29748	1	16384264	16400127
EPHA2	1.4588	-0.81745	-0.6024	-0.099423	0.18877	1.8354	0.10464	0.094055	3.3203	7.6744	0.48635	-0.56407	-1.7782	0.82609	-0.079734	0.83075	-0.30325	-0.783	-0.93166	-0.52467	0.43066	1	16450832	16482582
ARHGEF19	3.1006	0.35585	0.46416	1.8345	0.57161	3.1502	-0.58563	1.1042	3.9485	6.3829	2.3696	0.58327	-0.036485	0.20147	-0.34888	-1.0511	1.2994	-1.0943	0.77784	0.41144	0.44379	1	16524599	16539104
ANO7P1	1.228	-1.5012	-0.31721	0.73826	-0.31371	1.9377	-1.6527	0.029091	3.5337	3.7891	2.848	0.1192	-0.81847	-1.2811	-0.45464	-1.0557	1.9934	-0.7057	1.3431	0.62339	-0.10637	1	16551343	16553528
RSG1	1.155	-1.5923	-0.45686	0.76444	-0.48132	1.8374	-2.6275	-0.20085	3.6038	4.1414	2.5595	0.48025	-0.88123	-0.84572	-0.50653	-0.56724	1.9676	-0.59395	1.2914	0.31499	-0.85539	1	16558182	16563659
FBXO42	-0.18948	-1.5848	-0.72459	0.17411	-0.23579	1.0293	-1.7863	-0.16767	3.3984	3.8496	2.6265	0.39151	-1.5923	-0.19235	-0.79235	-0.35572	2.0353	-0.6351	0.94193	0.30432	-0.27761	1	16573339	16678965
SZRD1	-0.47832	-2.0398	-0.89082	0.084882	0.2339	1.4394	-1.2059	0.16496	2.355	5.7696	2.9116	-0.073675	-1.4253	0.55441	-0.25401	0.12656	1.6402	-0.79066	0.083297	0.40085	0.59442	1	16693525	16724643
SPATA21	-0.60894	0.30336	-0.85428	-0.42238	0.52633	0.55267	-0.27851	-0.58873	2.3475	7.3152	1.2104	-2.1251	-2.0146	1.0983	0.5237	0.0087377	0.90527	0.81076	-1.1434	-0.50317	1.2902	1	16722101	16763919
NECAP2	-0.55877	0.63817	-0.76211	-0.53499	0.4419	-0.35077	0.012346	-0.6584	2.3882	6.2568	-0.29199	-2.1026	-1.7034	0.95599	0.79979	0.051923	0.43051	1.0486	-0.99873	-0.92309	1.5254	1	16767167	16786585
FAM231B	-0.96751	0.50194	-0.74852	0.65348	0.39347	-1.3977	0.97049	0.38956	0.18597	5.915	0.97458	-0.24937	-0.52637	1.2887	-0.91696	-1.7909	1.664	1.1251	-0.78268	-1.1285	1.0366	1	16865561	16866198
FAM231A	0.042113	-0.6615	-1.5577	-1.1422	0.53061	0.11442	0.23988	-0.60796	1.5324	0.86296	0.033274	0.62235	-0.37677	-0.44168	0.55753	-1.3383	1.3827	1.4855	0.41595	-0.052622	0.30307	1	16999498	17000007
CROCC	1.0014	-0.24257	-0.95154	-2.3023	-0.91245	-1.5327	-1.4812	-1.8053	2.6174	7.0706	0.069243	0.56317	2.9716	-1.4471	1.2797	0.89305	2.0613	2.5516	2.5977	1.3386	1.7305	1	17248445	17299474
MFAP2	1.0049	0.93291	-0.087772	-0.76014	-0.65884	-0.47256	-0.80663	-0.39984	3.3033	6.1094	0.3469	-0.85141	1.8289	-0.52109	-0.079175	0.01775	0.85317	0.77012	0.50158	0.10668	0.6277	1	17300997	17308081
ATP13A2	0.57271	0.39565	-0.59074	-0.55472	-1.0595	-0.56143	-0.59697	-0.20903	2.7602	7.7479	-0.18175	-1.6731	1.2343	0.11099	-0.8047	-0.61376	0.056838	0.56967	-0.026856	0.64653	0.065664	1	17312453	17338467
SDHB	-0.5766	0.45168	0.14204	0.45736	0.37262	-0.24245	-0.29283	-0.86767	1.5298	7.4872	-0.46262	-1.9039	0.87303	0.98735	-0.13016	-0.043416	-0.3493	1.6319	-0.10589	0.72898	0.15585	1	17345217	17380665
