gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
SPEN	2.3917	0.29131	1.2864	1.7685	2.2472	2.3741	3	2.3917	0.29131	0.017600000000000282	rest	1	16174359	16266951
ZBTB17	1.9885	-0.23653	1.0736	2.0207	2.3731	2.4833	3	2.4833	-0.23653	0.11019999999999985	rest	1	16268364	16302627
TBC1D3P6	2.0345	-0.39719	0.96714	2.0127	2.3902	2.5015	4	2.5015	-0.39719	0.11129999999999995	rest	1	16302626	16323701
C1orf64	1.6758	-0.49315	0.84549	1.9147	2.1986	2.3265	2	2.3265	-0.49315	0.1278999999999999	rest	1	16330731	16333184
CLCNKA	1.0885	-0.55916	0.8037	1.7278	1.8241	1.9596	0	1.9596	-0.55916	0.13549999999999995	rest	1	16348486	16360548
HSPB7	0.39846	-0.86845	0.73465	1.2421	1.1799	1.262	0	1.262	-0.86845	0.01990000000000003	rest	1	16340523	16346084
CLCNKB	1.0995	-0.97493	0.43059	0.89942	0.88874	1.1189	0	1.1189	-0.97493	0.019400000000000084	rest	1	16370231	16383821
FAM131C	1.7433	-2.1213	-0.76991	-0.134	-0.43791	0.92206	0	1.7433	-2.1213	0.8212400000000001	rest	1	16384264	16400127
EPHA2	1.4588	-0.81745	-0.6024	-0.099423	0.18877	1.8354	0	1.8354	-0.81745	0.3765999999999998	rest	1	16450832	16482582
ARHGEF19	3.1006	0.35585	0.46416	1.8345	0.57161	3.1502	2	3.1502	0.35585	0.049599999999999866	rest	1	16524599	16539104
ANO7P1	1.228	-1.5012	-0.31721	0.73826	-0.31371	1.9377	0	1.9377	-1.5012	0.7097	rest	1	16551343	16553528
RSG1	1.155	-1.5923	-0.45686	0.76444	-0.48132	1.8374	0	1.8374	-1.5923	0.6823999999999999	rest	1	16558182	16563659
FBXO42	-0.18948	-1.5848	-0.72459	0.17411	-0.23579	1.0293	0	1.0293	-1.5848	0.8551900000000001	rest	1	16573339	16678965
SZRD1	-0.47832	-2.0398	-0.89082	0.084882	0.2339	1.4394	0	1.4394	-2.0398	1.2055	rest	1	16693525	16724643
SPATA21	-0.60894	0.30336	-0.85428	-0.42238	0.52633	0.55267	0	0.55267	-0.85428	0.02634000000000003	rest	1	16722101	16763919
NECAP2	-0.55877	0.63817	-0.76211	-0.53499	0.4419	-0.35077	0	0.63817	-0.76211	0.19627	rest	1	16767167	16786585
FAM231B	-0.96751	0.50194	-0.74852	0.65348	0.39347	-1.3977	0	0.65348	-1.3977	0.1515399999999999	rest	1	16865561	16866198
FAM231A	0.042113	-0.6615	-1.5577	-1.1422	0.53061	0.11442	0	0.53061	-1.5577	0.41619000000000006	rest	1	16999498	17000007
CROCC	1.0014	-0.24257	-0.95154	-2.3023	-0.91245	-1.5327	0	1.0014	-2.3023	1.24397	rest	1	17248445	17299474
MFAP2	1.0049	0.93291	-0.087772	-0.76014	-0.65884	-0.47256	0	1.0049	-0.76014	0.07198999999999989	rest	1	17300997	17308081
ATP13A2	0.57271	0.39565	-0.59074	-0.55472	-1.0595	-0.56143	0	0.57271	-1.0595	0.17706000000000005	rest	1	17312453	17338467
SDHB	-0.5766	0.45168	0.14204	0.45736	0.37262	-0.24245	0	0.45736	-0.5766	0.005679999999999963	rest	1	17345217	17380665
PADI2	0.079864	0.70703	0.30771	1.0218	0.57219	0.089431	0	1.0218	0.079864	0.31477	rest	1	17393256	17445948
PADI1	-0.62115	0.01828	-0.12666	0.28096	0.14023	0.36492	0	0.36492	-0.62115	0.08396000000000003	rest	1	17531621	17572501
PADI3	-0.76272	-1.3571	-1.1598	-1.4117	-0.13291	-1.6478	0	-0.13291	-1.6478	0.62981	rest	1	17575593	17610728
PADI4	-0.11459	-1.2795	-0.91521	-1.6665	-0.095186	-1.1143	0	-0.095186	-1.6665	0.01940399999999999	rest	1	17634690	17690495
PADI6	1.5278	-0.4721	-0.45696	-2.4349	-0.92313	-0.094125	0	1.5278	-2.4349	1.621925	rest	1	17698741	17728195
RCC2	1.3114	0.092077	-0.45506	-1.1951	-0.37097	0.45847	0	1.3114	-1.1951	0.85293	rest	1	17733251	17766250
ARHGEF10L	1.3585	-0.61	-0.68657	-0.64724	0.62872	0.1342	0	1.3585	-0.68657	0.7297800000000001	rest	1	17846693	18024370
ACTL8	0.26041	-0.03512	-0.51613	-0.23486	0.46039	0.25889	0	0.46039	-0.51613	0.19998000000000005	rest	1	18081808	18153558
IGSF21	1.3917	-1.5787	0.1602	-0.32716	-0.60709	0.48353	0	1.3917	-1.5787	0.9081699999999999	rest	1	18434240	18704977
KLHDC7A	0.39394	-0.6049	0.078626	0.45334	0.14957	0.19646	0	0.45334	-0.6049	0.05940000000000001	rest	1	18807424	18812540
PAX7	-1.705	-0.80405	0.41767	0.78382	0.38687	1.152	0	1.152	-1.705	0.36817999999999995	rest	1	18957500	19075360
TAS1R2	-1.2925	-0.81067	-0.0014584	0.36092	0.39931	0.55583	0	0.55583	-1.2925	0.15652000000000005	rest	1	19166093	19186155
ALDH4A1	0.35154	0.40546	0.56756	1.2836	1.323	1.1569	0	1.323	0.35154	0.03939999999999988	rest	1	19197924	19229293
IFFO2	0.51013	0.17688	-0.10982	0.10364	0.034262	0.66154	0	0.66154	-0.10982	0.15141000000000004	rest	1	19230774	19282826
UBR4	0.60574	0.27549	-0.64806	0.20737	-1.1638	-0.20139	0	0.60574	-1.1638	0.33024999999999993	rest	1	19401000	19536812
EMC1	-0.45449	-0.25918	0.27358	-0.47651	-0.50477	0.20404	0	0.27358	-0.50477	0.06953999999999999	rest	1	19542158	19578053
MRTO4	-0.035837	0.083114	0.20119	-0.40752	-0.25893	-0.40024	0	0.20119	-0.40752	0.11807600000000001	rest	1	19578075	19586622
AKR7A3	0.12266	-0.11396	0.59407	0.49861	0.18147	1.4733	0	1.4733	-0.11396	0.8792300000000001	rest	1	19609057	19615280
PQLC2	0.29411	0.36475	0.82925	1.1067	1.0219	2.1692	1	2.1692	0.29411	1.0625	rest	1	19638740	19658925
AKR7A2	0.60963	0.84987	0.93161	1.4751	1.4678	2.328	1	2.328	0.60963	0.8528999999999998	rest	1	19629202	19638640
CAPZB	1.2522	0.8771	1.0716	2.0809	2.3434	1.9533	2	2.3434	0.8771	0.26249999999999973	rest	1	19665267	19812066
MINOS1	0.39753	-1.2478	-0.73458	-0.025947	-0.56233	0.18884	0	0.39753	-1.2478	0.20869	rest	1	19923471	19956315
MINOS1-NBL1	0.58906	-1.6551	-0.4305	-0.15944	-0.056611	0.064751	0	0.58906	-1.6551	0.524309	rest	1	19923471	19984949
NBL1	0.39171	-1.8075	-0.2549	-0.20081	0.58812	0.19899	0	0.58812	-1.8075	0.19640999999999997	rest	1	19969723	19984949
HTR6	1.4364	-2.0526	0.22155	-0.35511	0.52652	0.117	0	1.4364	-2.0526	0.9098799999999999	rest	1	19991780	20006055
TMCO4	1.4697	0.036962	1.2188	-0.86562	0.75887	0.56153	0	1.4697	-0.86562	0.2508999999999999	rest	1	20008706	20126424
RNF186	-0.90689	0.27207	0.30145	0.54281	0.71661	0.63905	0	0.71661	-0.90689	0.07755999999999996	rest	1	20140522	20141771
OTUD3	-0.031724	0.33741	0.98672	1.0112	0.43528	1.1224	0	1.1224	-0.031724	0.11119999999999997	rest	1	20208356	20239438
PLA2G2E	-0.65262	-0.20978	-0.0069581	-0.87046	0.49941	0.43446	0	0.49941	-0.87046	0.06495000000000001	rest	1	20246800	20250110
PLA2G2A	0.30148	-0.1521	-1.0693	-0.75746	0.17259	0.393	0	0.393	-1.0693	0.09151999999999999	rest	1	20301924	20306932
PLA2G5	-0.49594	-0.24365	-1.2631	-0.6127	0.40033	0.82246	0	0.82246	-1.2631	0.42212999999999995	rest	1	20386157	20418394
PLA2G2D	0.17271	-0.64524	-1.9975	-1.0967	-1.6837	-0.13526	0	0.17271	-1.9975	0.30796999999999997	rest	1	20439143	20446059
PLA2G2F	0.46354	-0.55094	-1.575	-0.94496	-1.5143	-0.14687	0	0.46354	-1.575	0.61041	rest	1	20465823	20476879
UBXN10	0.0219	0.54318	-0.38312	-0.20287	-0.97862	0.06295	0	0.54318	-0.97862	0.48023	rest	1	20512578	20522540
PLA2G2C	-0.1594	0.6428	-0.47228	-0.17369	-1.1315	0.0052323	0	0.6428	-1.1315	0.6375677000000001	rest	1	20490484	20501687
VWA5B1	0.086622	2.1419	1.9884	2.3099	3.4542	0.16304	3	3.4542	0.086622	1.1443000000000003	rest	1	20617412	20681662
CAMK2N1	0.044704	0.022059	0.26634	-0.83991	0.20284	-0.89051	0	0.26634	-0.89051	0.06350000000000003	rest	1	20808884	20812728
MUL1	-0.51732	0.22051	0.82203	-0.67679	0.41889	-0.5619	0	0.82203	-0.67679	0.40314000000000005	rest	1	20825941	20834674
FAM43B	-0.9005	0.13545	1.0814	-0.53374	0.42083	-0.25592	0	1.0814	-0.9005	0.6605699999999999	rest	1	20878932	20881513
CDA	0.10662	-0.40591	0.2447	0.98059	-0.31232	1.261	0	1.261	-0.40591	0.28040999999999994	rest	1	20915444	20945401
PINK1	-0.63594	-1.3787	-0.63146	0.22365	-0.56213	1.163	0	1.163	-1.3787	0.93935	rest	1	20959948	20978004
DDOST	-0.17095	-1.5488	-0.19416	0.42067	-0.71982	1.1742	0	1.1742	-1.5488	0.7535299999999999	rest	1	20978260	20988037
KIF17	0.54531	-1.3926	-0.48022	1.1886	-1.1742	2.1413	1	2.1413	-1.3926	0.9527000000000001	rest	1	20990475	21044317
SH2D5	0.85	-0.54967	-0.41223	0.70798	-0.31828	1.9279	0	1.9279	-0.54967	1.0779	rest	1	21046225	21059133
HP1BP3	1.0859	-0.57463	-0.2925	0.7025	0.22341	1.8851	0	1.8851	-0.57463	0.7991999999999999	rest	1	21069170	21113808
EIF4G3	0.68461	-1.2218	-0.93773	0.18118	0.064836	1.5757	0	1.5757	-1.2218	0.89109	rest	1	21132785	21503381
ECE1	1.0678	0.4416	0.65497	0.49764	1.5846	1.7331	0	1.7331	0.4416	0.14850000000000008	rest	1	21543740	21672034
NBPF3	2.3916	-0.50661	0.395	-0.27149	1.0736	0.99623	1	2.3916	-0.50661	1.3179999999999998	rest	1	21766583	21811393
ALPL	3.0663	0.83898	1.5019	0.94002	1.4674	2.4041	2	3.0663	0.83898	0.6621999999999999	rest	1	21835475	21904905
RAP1GAP	4.8563	3.2654	3.5882	3.205	3.3882	3.01	6	4.8563	3.01	1.2681	core	1	21922708	21996010
USP48	2.3385	0.5812	0.12665	0.37505	1.4666	0.72183	1	2.3385	0.12665	0.8718999999999999	rest	1	22004791	22109688
LDLRAD2	2.1417	1.1457	0.40384	-0.033125	1.8861	0.06396	1	2.1417	-0.033125	0.25560000000000005	rest	1	22138758	22151714
HSPG2	4.301	2.1656	2.7953	2.0689	2.4078	0.47536	5	4.301	0.47536	1.5057	rest	1	22148737	22263750
CELA3B	4.2549	2.1878	2.9752	2.7497	1.9424	0.94268	4	4.2549	0.94268	1.2797	rest	1	22303418	22315847
CELA3A	4.8557	1.8861	3.0203	3.2009	1.7253	1.225	3	4.8557	1.225	1.6547999999999998	rest	1	22328149	22339035
CDC42	7.3182	2.2282	3.8997	4.0374	3.2631	2.5459	6	7.3182	2.2282	3.2808	core	1	22379120	22419439
WNT4	7.7452	3.1094	4.191	3.9911	3.9953	3.4562	6	7.7452	3.1094	3.5542	core	1	22443798	22470474
ZBTB40	2.8614	0.61931	0.54093	0.52073	-0.76564	0.99476	1	2.8614	-0.76564	1.8666400000000003	rest	1	22778344	22857650
EPHA8	1.9504	0.85744	0.23783	-0.54121	-1.2164	0.82577	0	1.9504	-1.2164	1.09296	rest	1	22890004	22930087
C1QA	1.8554	1.7714	1.4515	0.37469	-1.6721	1.9961	0	1.9961	-1.6721	0.14070000000000005	rest	1	22963118	22966175
C1QC	2.112	1.7997	1.5817	0.29942	-1.7954	2.3569	2	2.3569	-1.7954	0.2448999999999999	rest	1	22969969	22974603
C1QB	2.3145	1.6078	1.2485	-0.0028772	-1.7431	2.3384	2	2.3384	-1.7431	0.023900000000000254	rest	1	22979682	22988130
EPHB2	1.5339	-0.10621	0.63184	0.81294	0.093455	0.95673	0	1.5339	-0.10621	0.5771700000000001	rest	1	23037263	23241823
LACTBL1	-0.80568	-0.77891	0.44243	-0.9729	-1.9715	0.34979	0	0.44243	-1.9715	0.09264	rest	1	23279536	23299524
KDM1A	-1.3648	-0.32691	1.1023	-1.6093	-1.1628	-0.62339	0	1.1023	-1.6093	1.42921	rest	1	23345937	23410184
C1orf234	-2.4264	-0.06293	1.2885	-1.9288	-0.85527	-1.0339	0	1.2885	-2.4264	1.35143	rest	1	23337327	23342343
LUZP1	-1.4256	-0.35408	0.76008	-0.94654	-0.68003	0.10906	0	0.76008	-1.4256	0.6510199999999999	rest	1	23410516	23504301
HTR1D	-1.4965	-0.55422	0.60754	-0.6167	-0.76237	0.29957	0	0.60754	-1.4965	0.30796999999999997	rest	1	23518388	23521222
HNRNPR	0.25283	1.2855	0.68219	2.4879	1.5127	1.0029	1	2.4879	0.25283	0.9751999999999998	rest	1	23635953	23671143
ZNF436	0.56131	1.2842	0.94016	2.2251	1.4652	0.70162	1	2.2251	0.56131	0.7598999999999998	rest	1	23685941	23696357
TCEA3	0.88567	1.348	1.1312	1.1382	1.635	0.70194	0	1.635	0.70194	0.2869999999999999	rest	1	23707555	23751269
ASAP3	0.87373	0.97485	0.37857	0.19767	1.3534	0.012137	0	1.3534	0.012137	0.37854999999999994	rest	1	23755056	23810750
E2F2	1.2307	0.37987	0.77028	0.89243	1.5681	-0.29163	0	1.5681	-0.29163	0.33740000000000014	rest	1	23832920	23857712
ID3	0.020805	-0.15844	2.0445	1.4028	1.8122	0.36208	1	2.0445	-0.15844	0.23230000000000017	rest	1	23884421	23886285
RPL11	-0.031846	2.1537	0.45574	0.41796	-0.37554	0.76082	1	2.1537	-0.37554	1.3928800000000001	rest	1	24018269	24022915
TCEB3	0.5581	-0.50476	-1.296	-0.56076	0.41555	-0.53741	0	0.5581	-1.296	0.14255000000000007	rest	1	24069856	24088549
PITHD1	-0.78102	-0.46309	-1.0195	-1.8919	-0.037637	-1.2358	0	-0.037637	-1.8919	0.425453	rest	1	24104876	24114722
LYPLA2	-0.36618	0.62718	-0.48829	-1.6964	0.34677	-1.2285	0	0.62718	-1.6964	0.28040999999999994	rest	1	24117275	24122029
GALE	0.3924	-0.4569	-0.72273	-1.2521	-0.53681	-0.96612	0	0.3924	-1.2521	0.8492999999999999	rest	1	24122089	24127294
HMGCL	0.62175	-0.72096	-0.5864	-1.6813	-0.87882	-1.4723	0	0.62175	-1.6813	1.20815	rest	1	24128367	24165110
FUCA1	0.43131	0.51235	-0.89803	-2.0417	-1.7075	-0.52162	0	0.51235	-2.0417	0.08103999999999995	rest	1	24171567	24194859
CNR2	0.35433	0.67113	-0.66718	-2.0908	-1.3652	-0.42264	0	0.67113	-2.0908	0.3168	rest	1	24197005	24285549
PNRC2	-0.34611	0.94384	0.9149	-0.45577	0.85123	-0.34987	0	0.94384	-0.45577	0.028939999999999966	rest	1	24286301	24289952
SRSF10	-0.46138	1.0202	0.84178	-1.0794	0.26388	-1.5463	0	1.0202	-1.5463	0.17842000000000002	rest	1	24292935	24306953
MYOM3	0.16824	1.3333	0.96795	0.48203	0.17191	-0.091894	0	1.3333	-0.091894	0.36534999999999995	rest	1	24382531	24438665
IL22RA1	0.15264	0.63605	1.1852	0.51908	1.5009	0.56846	0	1.5009	0.15264	0.31569999999999987	rest	1	24446261	24469783
IFNLR1	0.74258	0.40611	1.4656	0.60833	1.0775	0.97401	0	1.4656	0.40611	0.3881000000000001	rest	1	24480647	24513765
GRHL3	-0.078533	-0.28081	0.3071	0.052928	-0.39619	0.52063	0	0.52063	-0.39619	0.21353000000000005	rest	1	24645812	24690972
STPG1	0.85003	-0.68231	-0.78593	0.20303	-0.85697	0.80476	0	0.85003	-0.85697	0.04526999999999992	rest	1	24683489	24741587
NIPAL3	1.1586	-0.86663	-0.78697	0.65925	-0.79439	1.0038	0	1.1586	-0.86663	0.15480000000000005	rest	1	24742245	24799473
RCAN3	0.67173	0.069319	-0.62463	0.49104	0.075973	-0.41473	0	0.67173	-0.62463	0.18069000000000007	rest	1	24828841	24863510
NCMAP	0.92938	0.9559	0.87063	0.10152	0.51168	-1.3158	0	0.9559	-1.3158	0.026519999999999988	rest	1	24882567	24935819
SRRM1	-0.16514	-1.1094	-1.001	-1.17	-0.33059	-0.8105	0	-0.16514	-1.17	0.16544999999999999	rest	1	24969594	24999772
CLIC4	-1.0249	-0.48656	-0.28418	-0.076785	1.153	0.42373	0	1.153	-1.0249	0.7292700000000001	rest	1	25071760	25170815
RUNX3	-0.45726	2.0291	2.7402	2.0604	1.8067	1.1932	3	2.7402	-0.45726	0.6798000000000002	rest	1	25226002	25291648
SYF2	0.39493	2.1166	2.7308	2.1483	2.8424	2.9541	5	2.9541	0.39493	0.11169999999999991	rest	1	25548767	25559013
RSRP1	0.22899	1.7785	2.4467	2.0765	2.5321	2.8168	4	2.8168	0.22899	0.2847000000000004	rest	1	25568740	25574010
RHD	-0.25719	1.6113	2.2978	1.7243	2.518	2.6759	3	2.6759	-0.25719	0.15790000000000015	rest	1	25598884	25656936
TMEM50A	0.23767	0.53724	1.435	1.0788	2.4501	2.3994	2	2.4501	0.23767	0.05069999999999997	rest	1	25664789	25688852
RHCE	1.0293	1.6757	2.4409	2.6044	3.1816	3.317	4	3.317	1.0293	0.1354000000000002	rest	1	25687853	25747363
TMEM57	0.47067	1.1646	1.8936	1.8398	2.4245	2.5607	2	2.5607	0.47067	0.1362000000000001	rest	1	25757388	25826700
LDLRAP1	0.25945	0.38404	-0.2084	-0.52075	0.73299	-0.25225	0	0.73299	-0.52075	0.34895000000000004	rest	1	25870071	25895377
MAN1C1	0.061124	0.65814	1.1441	0.11892	-1.8601	-0.84897	0	1.1441	-1.8601	0.48595999999999995	rest	1	25943959	26111258
SEPN1	0.0091062	0.49002	0.039991	0.16709	-1.6276	-3.4806	0	0.49002	-3.4806	0.32293000000000005	rest	1	26126667	26144713
MTFR1L	-0.34736	0.80572	0.14533	0.53467	-1.4875	-3.1166	0	0.80572	-3.1166	0.27105	rest	1	26146397	26159433
AUNIP	-0.39894	0.84954	0.55268	0.91201	-1.885	-0.64459	0	0.91201	-1.885	0.062470000000000026	rest	1	26158414	26185939
PAQR7	-0.17275	0.14289	0.50835	0.32764	-1.6118	-0.099457	0	0.50835	-1.6118	0.18070999999999998	rest	1	26187975	26202461
STMN1	-0.36105	-0.66856	-0.15138	-0.80621	-0.8273	-0.13916	0	-0.13916	-0.8273	0.012219999999999981	rest	1	26210670	26233368
PAFAH2	-0.67783	-1.3281	-0.33226	-0.41066	-0.64768	0.88505	0	0.88505	-1.3281	1.21731	rest	1	26286258	26326366
EXTL1	-0.14742	-1.1866	0.060145	0.27042	0.066516	1.4895	0	1.4895	-1.1866	1.21908	rest	1	26348266	26362955
SLC30A2	-0.52639	-0.42335	-1.4093	-0.17076	0.19463	0.083624	0	0.19463	-1.4093	0.111006	rest	1	26364513	26373439
TRIM63	-0.29703	-0.22928	-1.5248	-0.71273	-0.3927	-1.2472	0	-0.22928	-1.5248	0.06775	rest	1	26377792	26394142
PDIK1L	0.59446	0.057091	-1.2195	-1.1694	-1.1233	-1.7132	0	0.59446	-1.7132	0.537369	rest	1	26437656	26452039
FAM110D	0.068182	-0.34896	-0.47294	-2.171	-1.2378	-0.89903	0	0.068182	-2.171	0.417142	rest	1	26485511	26489119
ZNF593	-0.72195	-0.89031	-0.0699	-2.1156	-0.47656	-0.39945	0	-0.0699	-2.1156	0.32955	rest	1	26496388	26497364
CNKSR1	-0.81793	-0.32519	-0.0097893	-0.82965	0.82942	-0.13026	0	0.82942	-0.82965	0.8392093	rest	1	26503981	26516375
CATSPER4	-0.86206	0.30151	0.8961	-0.088925	0.93237	-0.058936	0	0.93237	-0.86206	0.036270000000000024	rest	1	26517119	26529033
CEP85	-0.88412	-0.53647	0.23383	-0.35843	-0.71431	-0.14491	0	0.23383	-0.88412	0.37874	rest	1	26560644	26605529
SH3BGRL3	0.016909	-1.2627	-0.051364	-0.82242	-1.1859	0.14201	0	0.14201	-1.2627	0.125101	rest	1	26606213	26608013
UBXN11	0.10419	0.33388	0.79903	-0.58112	-0.49126	-0.31513	0	0.79903	-0.58112	0.46515	rest	1	26608773	26644756
CD52	-0.0216	-0.10139	-0.03912	-0.67851	-0.17464	-0.13068	0	-0.0216	-0.67851	0.01752	rest	1	26644411	26647014
AIM1L	0.26228	0.99685	1.0497	-0.10804	-0.30718	-0.20854	0	1.0497	-0.30718	0.052850000000000064	rest	1	26648350	26680621
ZNF683	-0.14553	0.7001	0.44176	0.3997	-0.33652	0.43194	0	0.7001	-0.33652	0.25833999999999996	rest	1	26688125	26701023
LIN28A	-0.8303	-1.6113	-0.089832	0.63717	0.074775	1.4652	0	1.4652	-1.6113	0.82803	rest	1	26737269	26756219
DHDDS	-0.74377	-0.7764	0.57661	0.4804	0.42901	1.9559	0	1.9559	-0.7764	1.3792900000000001	rest	1	26758773	26797797
HMGN2	-0.61647	-0.20114	0.72369	-0.23209	0.19775	1.6218	0	1.6218	-0.61647	0.8981099999999999	rest	1	26798902	26803133
RPS6KA1	-1.2652	-0.1336	0.18308	-0.76975	-0.37894	0.79676	0	0.79676	-1.2652	0.61368	rest	1	26856249	26901520
ARID1A	-0.83656	0.44862	0.061064	1.0733	-1.4399	-1.0212	0	1.0733	-1.4399	0.6246799999999999	rest	1	27022522	27108601
LOC101928728	-0.39976	0.43833	0.1056	1.0759	-1.448	-0.87004	0	1.0759	-1.448	0.6375700000000001	rest	1	27018623	27022896
PIGV	-1.5455	0.48251	0.28022	1.1038	-1.3494	-1.1527	0	1.1038	-1.5455	0.6212899999999999	rest	1	27113739	27124894
ZDHHC18	-1.8875	1.1098	0.25274	1.6273	-0.83415	-0.64726	0	1.6273	-1.8875	0.5175000000000001	rest	1	27153201	27184092
SFN	-1.7137	1.2879	0.34996	1.796	-1.0868	-0.45319	0	1.796	-1.7137	0.5081	rest	1	27189633	27190947
GPN2	-1.7163	0.78211	0.18402	1.4321	-1.5342	-0.5604	0	1.4321	-1.7163	0.64999	rest	1	27205872	27216869
GPATCH3	-1.2493	0.51126	0.018453	1.0917	-1.3025	-0.67313	0	1.0917	-1.3025	0.5804399999999998	rest	1	27216979	27226962
NUDC	-0.79716	0.14589	-0.11902	0.77416	-1.4051	-0.59596	0	0.77416	-1.4051	0.62827	rest	1	27248187	27273362
NR0B2	-0.5899	0.28164	-0.45299	0.7125	-1.2261	-0.66344	0	0.7125	-1.2261	0.43086	rest	1	27237975	27240567
KDF1	-1.3424	-0.7969	0.21704	0.69744	-1.3091	-0.14987	0	0.69744	-1.3424	0.48039999999999994	rest	1	27276047	27286901
TRNP1	-1.6796	-0.9392	0.26378	0.82995	-1.0249	-0.19935	0	0.82995	-1.6796	0.56617	rest	1	27320189	27327377
FAM46B	-1.2759	2.5078	1.1134	1.2895	1.6565	0.68551	1	2.5078	-1.2759	0.8513	rest	1	27331511	27339333
SLC9A1	0.49765	-0.7464	0.24366	-0.48986	-2.6787	-0.47296	0	0.49765	-2.6787	0.25399	rest	1	27425300	27481621
WDTC1	0.29271	-1.1507	0.58702	-1.1778	-1.2042	0.31465	0	0.58702	-1.2042	0.27237	rest	1	27561007	27635124
TMEM222	0.45082	-0.91696	0.47361	-1.1063	-1.0988	0.62478	0	0.62478	-1.1063	0.15117000000000003	rest	1	27648636	27662891
SYTL1	0.27601	-1.1132	0.37344	-2.0469	-1.8262	0.049913	0	0.37344	-2.0469	0.09743000000000002	rest	1	27668483	27680423
MAP3K6	2.0004	1.0399	3.0621	1.6455	1.9839	-1.3213	2	3.0621	-1.3213	1.0617	rest	1	27681670	27693558
GPR3	2.5796	1.8615	3.419	2.3521	2.591	-0.609	4	3.419	-0.609	0.8279999999999998	rest	1	27719148	27722318
FCN3	2.5664	1.7435	3.4091	2.4613	2.684	-0.5865	4	3.4091	-0.5865	0.7250999999999999	rest	1	27695601	27701315
CD164L2	2.5672	1.9073	3.4983	2.5643	2.778	-0.46515	4	3.4983	-0.46515	0.7202999999999999	rest	1	27705596	27709823
WASF2	2.4636	2.3496	3.8927	2.9762	3.0909	-0.32456	5	3.8927	-0.32456	0.8018000000000001	rest	1	27730734	27816678
AHDC1	2.3813	1.9263	3.2214	2.0784	2.3798	-0.61099	4	3.2214	-0.61099	0.8401000000000001	rest	1	27860756	27930463
FGR	1.2664	-0.94662	0.13359	-1.0543	-1.5423	-1.6879	0	1.2664	-1.6879	1.13281	rest	1	27938800	27961727
IFI6	1.4489	1.3024	2.3833	1.3871	1.9618	0.52463	1	2.3833	0.52463	0.4215000000000002	rest	1	27992572	27998724
FAM76A	2.1909	0.78655	0.96963	1.4198	1.0366	0.035477	1	2.1909	0.035477	0.7711000000000001	rest	1	28052490	28089426
STX12	2.5248	0.46487	0.70091	0.76295	1.2346	-0.65639	1	2.5248	-0.65639	1.2902	rest	1	28099694	28150963
PPP1R8	1.6955	-0.33338	-0.27182	0.69376	-0.51767	-0.017368	0	1.6955	-0.51767	1.0017399999999999	rest	1	28157252	28178183
THEMIS2	1.6758	0.63597	0.97869	0.15704	0.090445	-0.56155	0	1.6758	-0.56155	0.69711	rest	1	28199055	28213196
RPA2	1.1405	0.36943	0.95477	-0.12922	0.34705	-0.26634	0	1.1405	-0.26634	0.18573000000000006	rest	1	28218035	28241255
SMPDL3B	0.57987	-0.19032	0.57154	-0.4279	0.092949	-0.24309	0	0.57987	-0.4279	0.008329999999999949	rest	1	28261456	28285663
XKR8	0.018265	-0.92326	-0.099727	-0.86868	-0.25737	0.04385	0	0.04385	-0.92326	0.025585	rest	1	28286504	28294604
EYA3	0.86548	0.54612	0.033917	0.4892	0.37115	0.48444	0	0.86548	0.033917	0.31936	rest	1	28296855	28415173
PTAFR	-0.46402	-0.48559	0.10693	0.29915	0.98951	-0.93967	0	0.98951	-0.93967	0.69036	rest	1	28473677	28520447
DNAJC8	-0.19625	-0.69424	-0.050924	0.27734	0.87864	-1.0168	0	0.87864	-1.0168	0.6013	rest	1	28526789	28559542
ATPIF1	-0.24462	-0.57712	0.095003	0.38517	0.85559	-1.1663	0	0.85559	-1.1663	0.47041999999999995	rest	1	28562602	28564616
SESN2	-0.39846	-0.70155	-0.3689	0.22061	0.76783	-0.5538	0	0.76783	-0.70155	0.54722	rest	1	28585963	28609002
MED18	1.0735	1.1412	1.83	2.1549	2.1793	1.6868	2	2.1793	1.0735	0.024399999999999977	rest	1	28655513	28662478
PHACTR4	1.1974	0.62223	1.0158	1.7269	1.6523	1.5966	0	1.7269	0.62223	0.0746	rest	1	28696093	28826881
RCC1	0.46182	-0.079251	-0.04266	1.1553	1.0685	0.74853	0	1.1553	-0.079251	0.08679999999999999	rest	1	28832455	28865708
TRNAU1AP	0.074758	0.18893	0.29626	1.0621	0.95032	0.10362	0	1.0621	0.074758	0.11177999999999999	rest	1	28879529	28905057
RAB42	0.66624	0.076181	0.33166	0.37022	0.21035	-0.23419	0	0.66624	-0.23419	0.29602000000000006	rest	1	28918712	28921098
TAF12	0.34025	0.20894	0.70228	0.28635	0.45952	0.38804	0	0.70228	0.20894	0.24276000000000003	rest	1	28929608	28975416
GMEB1	-0.42688	0.066918	0.4755	0.077893	0.23588	0.19649	0	0.4755	-0.42688	0.23961999999999997	rest	1	28995234	29042115
YTHDF2	-1.0509	-0.13403	0.077113	0.34613	-0.37519	-0.2774	0	0.34613	-1.0509	0.269017	rest	1	29063133	29096287
OPRD1	-0.23457	0.62871	0.75356	1.2706	0.99436	0.67674	0	1.2706	-0.23457	0.27623999999999993	rest	1	29138654	29190208
